"Product title","Product variant title","Product variant SKU","Week","Ending inventory units","Inventory units sold"
"Amelia Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Curve","17003","2026-05-18",18,1
"Finley Romper in Midnight Blue","Midnight Blue / 6-9 Months","940218","2026-05-18",22,1
"Amelia Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Standard","12234","2026-05-18",37,7
"Lila Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Petite",,"2026-05-18",2,1
"Finley Romper in Lilac","Lilac / Newborn","94233","2026-05-18",17,0
"Amelia Labor & Postpartum Gown in Deep Teal","Deep Teal / Full Figure","10074","2026-05-18",34,5
"Amelia Labor & Postpartum Gown in Plum","Plum / Curve","10272","2026-05-18",46,4
"Amelia Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Standard","17001","2026-05-18",0,0
"Lila Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Slim Petite","20117","2026-05-18",57,9
"The Cameron Unisex Nursing and Skin to Skin Shirt in Midnight Blue","Small","75004","2026-05-18",58,0
"Amelia Labor & Postpartum Gown in Sage","Sage / Full Figure","10226","2026-05-18",40,2
"Amelia Labor & Postpartum Gown in Sage","Sage / Standard","10225","2026-05-18",68,1
"The Cameron Unisex Nursing and Skin to Skin Shirt in Black","Large","75010","2026-05-18",24,2
"The Cameron Unisex Nursing and Skin to Skin Shirt in Black","Extra Large","75011","2026-05-18",31,1
"Amelia Labor & Postpartum Gown Lilac","Curve","29707","2026-05-18",21,0
"Amelia Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Petite",,"2026-05-18",2,1
"Baby Swaddle Set: Lilac","Hat & Bow",,"2026-05-18",144,2
"Lila Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Full Figure","10095","2026-05-18",104,8
"Amelia Labor & Postpartum Gown Lilac","Full Figure","29706","2026-05-18",10,2
"The Cameron Unisex Nursing and Skin to Skin Shirt in Sage","Large","75018","2026-05-18",2,6
"Lila Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Curve","10265","2026-05-18",-1,1
"Lila Labor & Postpartum Gown in Plum","Plum / Standard","10103","2026-05-18",111,24
"Amelia Labor & Postpartum Gown in Periwinkle","Periwinkle / Full Figure","45212","2026-05-18",14,2
"Amelia Labor & Postpartum Gown in Sage","Sage / Curve","10273","2026-05-18",25,0
"Finley Romper in Sage","Sage / Newborn","94230","2026-05-18",1,4
"Lila Labor & Postpartum Gown in Periwinkle Blue","Periwinkle / Slim Petite","20121","2026-05-18",25,14
"Amelia Labor & Postpartum Gown in Sage","Sage / Petite","10227","2026-05-18",41,1
"Finley Romper in Lilac","Lilac / 3-6 Months","94234","2026-05-18",31,0
"Lila Labor & Postpartum Gown in Sage","Sage / Petite",,"2026-05-18",0,0
"Amelia Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Petite",,"2026-05-18",41,0
"Amelia Labor & Postpartum Gown in Emerald","Emerald / Full Figure","10229","2026-05-18",60,0
"TENS Unit for Labor","Default Title","20202","2026-05-18",579,89
"Finley Romper in Periwinkle","Periwinkle / 18-24 Months",,"2026-05-18",19,0
"Robes in Vintage Floral","Laura Robe / Long","10174","2026-05-18",-1,0
"Amelia Labor & Postpartum Gown in Emerald","Emerald / Petite","10230","2026-05-18",66,0
"The Cameron Unisex Nursing and Skin to Skin Shirt in Sage","Extra Large","75019","2026-05-18",11,2
"Lila Labor & Postpartum Gown in Deep Teal","Deep Teal / Full Figure","10092","2026-05-18",100,5
"Lila Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Standard","107778","2026-05-18",1,0
"Amelia Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Curve","12237","2026-05-18",65,0
"The Cameron Unisex Nursing and Skin to Skin Shirt in Deep Teal","Medium","75001","2026-05-18",27,0
"Amelia Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Curve","10276","2026-05-18",23,6
"The Cameron Unisex Nursing and Skin to Skin Shirt in Emerald","Extra Large","66946","2026-05-18",44,0
"The Cameron Unisex Nursing and Skin to Skin Shirt in Deep Teal","2XL","75022","2026-05-18",45,0
"Finley Romper in Dusty Rose","Dusty Rose / 6-9 Months","24226","2026-05-18",31,0
"Finley Romper in Dusty Rose","Dusty Rose / 3-6 Months","24225","2026-05-18",99,0
"Finley Romper in Black","Black / 6-9 Months","10199","2026-05-18",3,0
"Baby Swaddle Set: Midnight Blue","Hat & Bow",,"2026-05-18",43,5
"Lila Labor & Postpartum Gown in Black","Black / Standard","10156","2026-05-18",240,74
"Amelia Labor & Postpartum Gown in Periwinkle","Periwinkle / Slim Petite",,"2026-05-18",7,0
"Baby Swaddle Set: Black","Hat & Bow","10123","2026-05-18",120,1
"Amelia Labor & Postpartum Gown in Deep Teal","Deep Teal / Curve","10271","2026-05-18",32,0
"The Cameron Unisex Nursing and Skin to Skin Shirt in Deep Teal","Small","75000","2026-05-18",59,0
"The Cameron Unisex Nursing and Skin to Skin Shirt in Sage","2XL","75024","2026-05-18",6,2
"Robes in Dusty Rose","Laura Robe / Long","10164","2026-05-18",15,1
"Finley Romper in Black","Black / 12-18 Months","10201","2026-05-18",40,0
"The Cameron Unisex Nursing and Skin to Skin Shirt in Emerald","Medium","66944","2026-05-18",45,0
"The Cameron Unisex Nursing and Skin to Skin Shirt in Sage","Small","75016","2026-05-18",42,0
"Amelia Labor & Postpartum Gown in Emerald","Emerald / Curve","10274","2026-05-18",55,0
"Lila Labor & Postpartum Gown in Lilac","Lilac / Slim Petite","20004","2026-05-18",16,11
"Lila Labor & Postpartum Gown in Plum","Plum / Curve","10262","2026-05-18",44,0
"Lila Labor & Postpartum Gown in Deep Teal","Deep Teal / Slim Petite","20114","2026-05-18",164,4
"Lila Labor & Postpartum Gown in Emerald","Emerald / Full Figure","10098","2026-05-18",72,4
"Lila Labor & Postpartum Gown in Lilac","Lilac / Curve","20011","2026-05-18",39,2
"Finley Romper in Plum","Plum / Newborn","31114","2026-05-18",68,1
"Lila Labor & Postpartum Gown in Sage","Sage / Standard","10106","2026-05-18",26,29
"Amelia Labor & Postpartum Gown in Deep Teal","Deep Teal / Standard","10073","2026-05-18",16,9
"Amelia Labor & Postpartum Gown in Plum","Plum / Full Figure","10232","2026-05-18",-2,6
"Baby Swaddle Set: Plum","Hat",,"2026-05-18",-3,13
"Amelia Labor & Postpartum Gown in Plum","Plum / Slim Petite","10233","2026-05-18",28,2
"Amelia Labor & Postpartum Gown in Black","Black / Standard","10222","2026-05-18",-1,1
"Finley Romper in Midnight Blue","Midnight Blue / 3-6 Months","940217","2026-05-18",-2,0
"Lila Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Standard","10094","2026-05-18",87,47
"Finley Romper in Deep Teal","Deep Teal / 3-6 Months","10210","2026-05-18",0,0
"Finley Romper in Vintage Floral","Vintage Floral / 3-6 Months","10217","2026-05-18",11,0
"Robes in Sage","Mia Robe / Short","10190","2026-05-18",27,3
"Amelia Labor & Postpartum Gown in Black","Black / Slim Petite","11300","2026-05-18",37,2
"Lila Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Curve","10266","2026-05-18",35,2
"Lila Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Full Figure","10101","2026-05-18",0,8
"Robes in Vintage Floral","Mia Robe / Short","10194","2026-05-18",-1,0
"Lila Labor & Postpartum Gown in Emerald","Emerald / Petite","10099","2026-05-18",25,4
"The Cameron Unisex Nursing and Skin to Skin Shirt in Black","Small","75008","2026-05-18",19,0
"Finley Romper in Emerald","Emerald / Newborn","94221","2026-05-18",-5,0
"Amelia Labor & Postpartum Gown in Periwinkle","Periwinkle / Curve","45213","2026-05-18",16,0
"Lila Labor & Postpartum Gown in Periwinkle Blue","Periwinkle / Full Figure","10110","2026-05-18",3,8
"The Cameron Unisex Nursing and Skin to Skin Shirt in Black","Medium","75009","2026-05-18",18,2
"Lila Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Standard","940210","2026-05-18",-34,25
"Finley Romper in Deep Teal","Deep Teal / 9-12 Months","10212","2026-05-18",64,0
"Lila Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Slim Petite",,"2026-05-18",0,1
"Amelia Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Standard","62000","2026-05-18",62,4
"Robes in Sage","Laura Robe / Long","10170","2026-05-18",43,0
"Lila Labor & Postpartum Gown in Sage","Sage / Full Figure","10107","2026-05-18",21,1
"Amelia Labor & Postpartum Gown in Black","Black / Full Figure","10223","2026-05-18",-1,4
"Lila Labor & Postpartum Gown in Periwinkle Blue","Periwinkle / Standard","10109","2026-05-18",144,43
"Amelia Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Full Figure","45102","2026-05-18",1,0
"Finley Romper in Periwinkle","Periwinkle / 6-9 Months",,"2026-05-18",44,0
"Finley Romper in Emerald","Emerald / 6-9 Months","94223","2026-05-18",18,0
"Amelia Labor & Postpartum Gown in Periwinkle","Periwinkle / Standard","45210","2026-05-18",1,3
"Amelia Labor & Postpartum Gown Lilac","Slim Petite","11307","2026-05-18",47,2
"Baby Swaddle Set: Periwinkle","Hat & Bow",,"2026-05-18",-4,1
"Amelia Labor & Postpartum Gown in Emerald","Emerald / Standard","10228","2026-05-18",85,1
"Finley Romper in Vintage Floral","Vintage Floral / 9-12 Months","10219","2026-05-18",5,0
"Robes in Lilac","Laura Robe / Long","29709","2026-05-18",47,3
"The Cameron Unisex Nursing and Skin to Skin Shirt in Midnight Blue","Medium","75005","2026-05-18",40,1
"Finley Romper in Vintage Floral","Vintage Floral / 12-18 Months","10220","2026-05-18",11,0
"Finley Romper in Periwinkle","Periwinkle / 9-12 Months",,"2026-05-18",20,0
"Baby Swaddle Set: Sage","Hat & Bow","94562","2026-05-18",-6,0
"Amelia Labor & Postpartum Gown in Black","Black / Curve","10270","2026-05-18",72,2
"Lila Labor & Postpartum Gown in Lilac","Lilac / Full Figure","20006","2026-05-18",13,0
"Finley Romper in Black","Black / 3-6 Months","10198","2026-05-18",58,1
"Finley Romper in Black","Black / Newborn","10197","2026-05-18",91,0
"Lila Labor & Postpartum Gown in Black","Black / Full Figure","10112","2026-05-18",379,23
"The Cameron Unisex Nursing and Skin to Skin Shirt in Emerald","2XL","66947","2026-05-18",43,3
"Robes in Black","Laura Robe / Long","10168","2026-05-18",-2,1
"Finley Romper in Black","Black / 18-24 Months","10202","2026-05-18",83,0
"Baby Swaddle Set: Vintage Floral","Hat & Bow",,"2026-05-18",38,11
"The Cameron Unisex Nursing and Skin to Skin Shirt in Midnight Blue","2XL","75023","2026-05-18",6,0
"Amelia Labor & Postpartum Gown Lilac","Standard","29705","2026-05-18",10,7
"Lila Labor & Postpartum Gown in Emerald","Emerald / Slim Petite",,"2026-05-18",21,2
"Robes in Plum","Mia Robe / Short","10186","2026-05-18",10,3
"Finley Romper in Periwinkle","Periwinkle / 12-18 Months",,"2026-05-18",19,0
"Lila Labor & Postpartum Gown in Emerald","Emerald / Standard","10097","2026-05-18",10,5
"Finley Romper in Black","Black / 9-12 Months","10200","2026-05-18",60,0
"The Cameron Unisex Nursing and Skin to Skin Shirt in Plum","2XL","75030","2026-05-18",45,0
"Amelia Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Slim Petite","11302","2026-05-18",2,3
"Finley Romper in Midnight Blue","Midnight Blue / 9-12 Months","940219","2026-05-18",31,0
"The Cameron Unisex Nursing and Skin to Skin Shirt in Sage","Medium","75017","2026-05-18",17,1
"Lila Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Full Figure","107779","2026-05-18",9,2
"Finley Romper in Midnight Blue","Midnight Blue / 12-16 Months","940220","2026-05-18",20,0
"Finley Romper in Deep Teal","Deep Teal / Newborn","10209","2026-05-18",124,2
"Finley Romper in Dusty Rose","Dusty Rose / Newborn","94224","2026-05-18",27,0
"Finley Romper in Deep Teal","Deep Teal / 12-16 Months","10213","2026-05-18",64,0
"Lila Labor & Postpartum Gown in Black","Black / Curve","10260","2026-05-18",186,18
"Finley Romper in Sage","Sage / 3-6 Months","94231","2026-05-18",7,0
"Finley Romper in Dusty Rose","Dusty Rose / 9-12 Months","94224","2026-05-18",27,0
"Finley Romper in Vintage Floral","Vintage Floral / Newborn","10216","2026-05-18",113,2
"The Cameron Unisex Nursing and Skin to Skin Shirt in Deep Teal","Large","75002","2026-05-18",59,2
"The Cameron Unisex Nursing and Skin to Skin Shirt in Plum","Extra Large","75029","2026-05-18",48,1
"Lila Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Standard","10100","2026-05-18",-2,2
"Lila Labor & Postpartum Gown in Emerald","Emerald / Curve","10264","2026-05-18",42,1
"The Cameron Unisex Nursing and Skin to Skin Shirt in Plum","Large","75028","2026-05-18",60,0
"Finley Romper in Deep Teal","Deep Teal / 6-9 Months","10211","2026-05-18",18,0
"Robes in Deep Teal","Laura Robe / Long","10175","2026-05-18",38,6
"The Cameron Unisex Nursing and Skin to Skin Shirt in Deep Teal","Extra Large","75003","2026-05-18",62,1
"Lila Labor & Postpartum Gown in Sage","Sage / Slim Petite",,"2026-05-18",-11,2
"The Cameron Unisex Nursing and Skin to Skin Shirt in Midnight Blue","Large","75006","2026-05-18",8,4
"Lila Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Curve","107780","2026-05-18",37,1
"Lila Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Curve","942229","2026-05-18",34,10
"Finley Romper in Plum","Plum / 6-9 Months","31116","2026-05-18",112,0
"Robes in Emerald","Laura Robe / Long","10162","2026-05-18",3,6
"Finley Romper in Vintage Floral","Vintage Floral / 6-9 Months","10218","2026-05-18",6,0
"Lila Labor & Postpartum Gown in Deep Teal","Deep Teal / Curve","10261","2026-05-18",96,4
"Robes in Lilac","Mia Robe / Short","29711","2026-05-18",18,0
"Finley Romper in Deep Teal","Deep Teal / 16-24 Months","10215","2026-05-18",63,0
"Finley Romper in Vintage Floral","Vintage Floral / Newborn","10216","2026-05-25",109,4
"Lila Labor & Postpartum Gown in Sage","Sage / Full Figure","10107","2026-05-25",14,7
"Lila Labor & Postpartum Gown in Sage","Sage / Standard","10106","2026-05-25",3,27
"Amelia Labor & Postpartum Gown in Sage","Sage / Curve","10273","2026-05-25",24,1
"Amelia Labor & Postpartum Gown in Periwinkle","Periwinkle / Full Figure","45212","2026-05-25",38,2
"The Cameron Unisex Nursing and Skin to Skin Shirt in Emerald","Small","66943","2026-05-25",38,0
"Finley Romper in Vintage Floral","Vintage Floral / 18-24 Months","10221","2026-05-25",15,0
"The Cameron Unisex Nursing and Skin to Skin Shirt in Deep Teal","Small","75000","2026-05-25",58,1
"The Cameron Unisex Nursing and Skin to Skin Shirt in Deep Teal","Extra Large","75003","2026-05-25",59,3
"Lila Labor & Postpartum Gown in Black","Black / Full Figure","10112","2026-05-25",358,22
"Robes in Plum","Mia Robe / Short","10186","2026-05-25",8,2
"Lila Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Standard","107778","2026-05-25",1,0
"Finley Romper in Vintage Floral","Vintage Floral / 9-12 Months","10219","2026-05-25",5,0
"Amelia Labor & Postpartum Gown in Black","Black / Full Figure","10223","2026-05-25",57,2
"Finley Romper in Midnight Blue","Midnight Blue / 6-9 Months","940218","2026-05-25",22,0
"Amelia Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Standard","12234","2026-05-25",31,6
"Amelia Labor & Postpartum Gown in Charcoal Grey","Charcoal Grey / Curve","17003","2026-05-25",18,0
"Amelia Labor & Postpartum Gown in Black","Black / Curve","10270","2026-05-25",70,2
"Lila Labor & Postpartum Gown in Lilac","Lilac / Full Figure","20006","2026-05-25",10,3
"Robes in Vintage Floral","Mia Robe / Short","10194","2026-05-25",-2,1
"Finley Romper in Lilac","Lilac / 3-6 Months","94234","2026-05-25",31,0
"Robes in Midnight Blue","Laura Robe / Long","10904","2026-05-25",57,2
"The Cameron Unisex Nursing and Skin to Skin Shirt in Midnight Blue","2XL","75023","2026-05-25",4,2
"Amelia Labor & Postpartum Gown Lilac","Standard","29705","2026-05-25",10,0
"Finley Romper in Black","Black / 9-12 Months","10200","2026-05-25",60,0
"Lila Labor & Postpartum Gown in Dusty Rose","Dusty Rose / Full Figure","10095","2026-05-25",92,12
"Lila Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Standard","940210","2026-05-25",-29,0
"Lila Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Slim Petite",,"2026-05-25",0,0
"Finley Romper in Deep Teal","Deep Teal / 9-12 Months","10212","2026-05-25",64,0
"Lila Labor & Postpartum Gown in Sage","Sage / Petite",,"2026-05-25",0,0
"Finley Romper in Periwinkle","Periwinkle / Newborn",,"2026-05-25",-1,0
"Finley Romper in Vintage Floral","Vintage Floral / 3-6 Months","10217","2026-05-25",11,0
"Finley Romper in Deep Teal","Deep Teal / 3-6 Months","10210","2026-05-25",0,0
"Baby Swaddle Set: Periwinkle","Hat & Bow",,"2026-05-25",-4,0
"The Cameron Unisex Nursing and Skin to Skin Shirt in Sage","2XL","75024","2026-05-25",64,2
"Lila Labor & Postpartum Gown in Vintage Floral","Vintage Floral / Curve","10265","2026-05-25",-1,0
"The Cameron Unisex Nursing and Skin to Skin Shirt in Sage","Small","75016","2026-05-25",42,0
"Amelia Labor & Postpartum Gown in Emerald","Emerald / Curve","10274","2026-05-25",55,0
"Amelia Labor & Postpartum Gown in Plum","Plum / Standard","10231","2026-05-25",42,11
"Finley Romper in Sage","Sage / 3-6 Months","94231","2026-05-25",6,1
"Amelia Labor & Postpartum Gown in Black","Black / Standard","10222","2026-05-25",54,5
"Lila Labor & Postpartum Gown in Periwinkle Blue","Periwinkle / Curve","101201","2026-05-25",74,5
"Lila Labor & Postpartum Gown in Deep Teal","Deep Teal / Standard","10091","2026-05-25",235,25
"Robes in Deep Teal","Mia Robe / Short","10196","2026-05-25",30,3
"Amelia Labor & Postpartum Gown in Plum","Plum / Full Figure","10232","2026-05-25",55,4
"The Cameron Unisex Nursing and Skin to Skin Shirt in Black","2XL","75021","2026-05-25",29,2
"Baby Swaddle Set: Deep Teal","Hat & Bow","10024","2026-05-25",32,13
"Lila Labor & Postpartum Gown in Periwinkle Blue","Periwinkle / Full Figure","10110","2026-05-25",52,6
"Amelia Labor & Postpartum Gown Lilac","Curve","29707","2026-05-25",21,0
"Baby Swaddle Set: Black","Hat & Bow","10123","2026-05-25",117,3
"Finley Romper in Midnight Blue","Midnight Blue / 3-6 Months","940217","2026-05-25",-2,0
"Finley Romper in Periwinkle","Periwinkle / 6-9 Months",,"2026-05-25",44,0
"Finley Romper in Dusty Rose","Dusty Rose / 6-9 Months","24226","2026-05-25",31,0
"Robes in Dusty Rose","Laura Robe / Long","10164","2026-05-25",25,9
"Amelia Labor & Postpartum Gown Lilac","Slim Petite","11307","2026-05-25",47,0
"Lila Labor & Postpartum Gown in Periwinkle Blue","Periwinkle / Slim Petite","20121","2026-05-25",6,19
"Lila Labor & Postpartum Gown in Emerald","Emerald / Standard","10097","2026-05-25",-1,11
"Robes in Periwinkle","Mia Robe / Short","10192","2026-05-25",27,0
"Finley Romper in Black","Black / 18-24 Months","10202","2026-05-25",83,0
"Lila Labor & Postpartum Gown in Lilac","Lilac / Standard","20005","2026-05-25",172,13
"Lila Labor & Postpartum Gown in Midnight Blue","Midnight Blue / Full Figure","940209","2026-05-25",98,19
"Amelia Labor & Postpartum Gown in Emerald","Emerald / Full Figure","10229","2026-05-25",85,0
"TENS Unit for Labor","Default Title","20202","2026-05-25",451,135
"Finley Romper in Sage","Sage / 6-9 Months","94232","2026-05-25",15,0
"Amelia Labor & Postpartum Gown in Deep Teal","Deep Teal / Standard","10073","2026-05-25",7,11
